"","caseID","q1","q2r1","q2r2","q2r3","q2r4","q2r5","q2r6","q2r7","q2r8","q2r9","q2r10","q4r1","q4r2","q4r3","q4r4","q4r5","q4r6","q4r7","q4r8","q4r9","q4r10","q4r11","q5r1","q11","q12","q13r1","q13r2","q13r3","q13r4","q13r5","q13r6","q13r7","q13r8","q13r9","q13r10","q13r11","q13r12","q24r1","q24r2","q24r3","q24r4","q24r5","q24r6","q24r7","q24r8","q24r9","q24r10","q24r11","q24r12","q25r1","q25r2","q25r3","q25r4","q25r5","q25r6","q25r7","q25r8","q25r9","q25r10","q25r11","q25r12","q26r18","q26r3","q26r4","q26r5","q26r6","q26r7","q26r8","q26r9","q26r10","q26r11","q26r12","q26r13","q26r14","q26r15","q26r16","q26r17","q48","q49","q50r1","q50r2","q50r3","q50r4","q50r5","q54","q55","q56","q57"
"1986",1986,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,3,5,1,4,3,1,4,1,4,1,4,2,4,1,4,2,3,4,5,1,1,1,5,2,5,1,2,3,3,1,3,6,2,2,2,3,3,2,3,2,3,5,6,2,4,2,4,6,4,3,4,3,4,3,6,2,1,0,0,0,0,1,1,7,1
"464",464,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,2,1,3,1,1,4,2,4,2,4,2,4,5,3,5,4,1,3,2,3,4,2,6,1,2,2,4,4,1,3,3,5,4,5,6,4,2,4,2,3,6,4,2,4,6,5,3,5,1,1,3,3,3,0,0,1,0,0,3,2,8,2
"838",838,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,4,3,1,3,4,2,3,1,3,3,2,4,4,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,5,3,4,2,2,4,1,2,4,3,3,2,4,3,3,4,2,2,2,5,4,2,3,2,2,2,4,2,1,0,0,0,0,3,2,3,2
"569",569,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,2,3,1,1,1,1,1,2,2,2,1,1,1,2,3,3,2,1,6,4,4,1,5,1,3,1,2,6,1,3,1,1,1,5,1,1,1,4,1,1,2,1,1,3,1,2,2,1,1,1,1,1,2,1,2,1,0,1,0,0,0,2,2,14,2
"102",102,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,3,6,1,1,1,3,4,1,3,3,1,4,4,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,3,1,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,0,1,0,0,1,2,8,2
"1707",1707,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,5,4,1,4,4,2,3,2,4,4,4,1,4,1,3,1,1,4,3,1,1,1,4,2,3,3,4,3,3,3,4,5,3,5,3,1,5,5,5,1,4,4,4,5,6,5,4,2,4,5,6,4,4,5,4,4,0,0,1,0,0,1,2,4,1
"2289",2289,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,3,5,2,2,4,2,3,1,4,4,2,2,2,2,4,2,3,2,4,2,2,2,4,2,3,3,3,4,2,2,3,4,3,3,1,1,2,3,3,1,2,3,3,3,3,3,3,2,4,3,3,2,4,3,6,1,0,1,0,0,0,1,2,12,1
"816",816,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,4,1,4,4,4,4,4,1,4,4,4,4,4,2,6,3,2,1,2,1,5,4,4,5,3,1,1,2,5,2,6,3,4,3,2,4,5,4,3,5,4,5,1,2,1,4,3,2,5,5,3,2,6,2,2,1,0,0,0,0,1,2,4,2
"1443",1443,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,4,6,1,4,4,1,4,2,4,4,1,4,3,4,2,1,1,2,2,1,1,3,5,3,2,2,2,2,2,3,3,4,2,3,1,3,3,3,3,1,3,1,1,1,3,6,2,4,3,6,5,1,2,1,5,1,1,0,0,0,0,6,1,10,1
"1547",1547,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,3,5,1,1,4,4,4,2,4,4,4,4,2,4,4,1,1,4,1,2,1,1,4,2,3,1,3,2,2,2,3,4,3,3,1,1,2,2,6,1,5,2,3,4,4,4,3,6,4,5,5,3,3,2,4,2,1,0,0,0,0,1,2,5,2
"657",657,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,3,3,1,2,3,2,1,1,3,4,2,2,2,2,3,2,2,2,2,1,2,2,2,3,4,3,4,4,4,2,3,2,2,3,3,2,2,2,4,2,3,2,3,5,2,1,4,4,1,1,4,2,3,2,6,2,1,0,0,0,0,1,2,8,2
"2024",2024,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,5,1,4,4,3,4,2,4,4,3,4,4,4,3,3,2,2,5,4,1,3,3,4,3,2,5,4,3,3,4,5,1,1,1,1,1,2,2,1,3,3,5,3,3,3,3,5,3,4,3,1,4,2,3,4,1,0,0,0,0,1,2,7,1
"1032",1032,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,3,3,4,4,4,4,4,1,4,4,1,4,4,4,6,1,5,1,3,1,3,2,6,1,3,3,2,2,2,3,2,4,2,4,1,1,2,2,1,2,3,2,5,2,1,1,1,2,2,1,3,2,3,2,1,1,1,0,0,0,0,1,2,9,1
"424",424,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,4,4,1,2,3,2,4,1,4,4,4,1,4,1,6,1,1,4,2,3,1,1,6,1,2,1,2,6,2,1,3,6,2,2,2,2,5,4,5,1,3,2,5,3,2,1,2,6,2,2,3,2,6,2,4,1,0,0,0,0,1,1,2,5,2
"1321",1321,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,4,5,1,4,3,1,4,1,4,4,2,4,4,1,2,1,2,3,3,1,2,2,4,1,2,1,2,3,2,3,3,2,2,3,4,2,3,2,5,2,2,2,2,4,1,2,4,2,4,2,3,5,5,2,3,1,1,0,0,0,0,6,1,2,NA
"1203",1203,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,NA,1,4,1,4,4,4,4,2,4,4,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,4,3,3,3,3,2,4,3,4,1,0,1,1,0,0,1,1,11,2
"2293",2293,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,2,4,1,1,3,2,1,1,2,3,2,3,3,3,4,1,1,4,2,1,1,1,3,1,2,1,3,1,2,2,2,1,4,3,1,2,4,1,2,1,2,1,2,3,2,1,3,2,2,2,1,2,3,1,2,2,1,0,0,0,0,3,2,5,1
"162",162,6,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,3,6,4,2,4,4,4,1,4,4,1,4,4,2,2,2,6,1,3,4,2,4,2,3,4,3,3,4,4,3,4,4,3,4,3,3,3,3,4,3,4,3,5,4,4,3,4,4,4,3,4,4,4,3,2,1,0,0,0,1,1,1,2,8,1
"1519",1519,7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,3,4,1,3,4,3,1,1,4,4,4,1,2,1,6,2,1,5,1,1,1,1,5,2,3,3,3,3,3,2,3,6,2,2,2,1,3,2,4,3,4,4,3,4,4,5,2,3,1,5,5,3,3,4,5,2,1,0,0,0,0,1,2,1,2
"345",345,5,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,2,3,1,2,2,3,3,1,2,3,2,3,3,3,2,1,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,2,4,2,3,2,2,3,2,1,2,2,5,1,0,0,0,1,0,1,1,12,2
"94",94,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,NA,3,6,1,1,4,4,1,1,2,4,4,1,4,4,4,1,1,6,1,3,1,1,6,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,0,1,1,0,0,1,2,8,2
"1054",1054,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,NA,3,6,1,4,4,2,4,1,4,3,4,4,4,1,4,1,3,1,1,1,3,4,2,1,2,3,3,2,1,2,2,4,3,2,1,2,3,2,2,3,1,4,6,2,4,2,4,6,6,4,3,1,2,1,3,2,1,0,0,0,0,1,2,6,1
"1073",1073,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,2,4,1,1,4,1,2,1,4,1,3,1,3,1,5,1,1,5,2,1,2,2,5,2,1,3,2,2,2,2,2,5,2,2,2,2,2,2,4,1,1,4,2,4,2,1,1,5,2,1,3,2,1,2,3,2,1,0,0,0,0,1,1,7,2
"888",888,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,3,3,1,1,4,1,2,1,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,0,0,0,0,1,1,9,1
"96",96,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,NA,4,5,1,3,4,3,4,2,3,4,4,4,4,1,2,1,1,1,5,5,1,1,6,1,2,2,1,1,1,1,1,6,1,3,1,1,1,3,1,1,3,4,3,5,2,2,2,2,3,6,4,1,4,1,6,1,0,0,0,0,1,1,2,14,1
"1174",1174,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,NA,3,5,1,4,4,1,4,2,4,4,4,2,4,2,4,1,1,4,3,1,1,3,5,3,3,3,3,2,3,2,2,4,3,2,2,2,2,2,2,1,3,3,2,4,1,1,1,1,3,3,3,2,3,1,2,3,0,0,1,1,1,1,2,4,1
"1430",1430,3,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,4,5,1,4,4,4,4,2,4,4,4,2,4,3,2,1,1,6,3,3,2,1,6,1,1,1,4,5,2,4,3,1,5,2,2,2,6,2,3,2,4,2,3,5,2,2,3,5,5,4,4,3,2,2,4,1,0,1,0,0,0,1,2,9,2
"1887",1887,3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,4,4,1,4,4,1,4,2,4,4,3,4,4,4,3,1,1,4,3,1,1,1,4,1,2,2,1,1,1,1,2,5,1,3,1,1,1,2,2,1,1,2,2,1,5,4,2,1,2,4,4,1,5,1,3,1,1,0,0,0,0,1,2,5,1
"144",144,4,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,NA,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,0,1,0,0,0,1,2,14,2
"1900",1900,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,4,5,1,3,4,1,4,2,4,4,3,4,4,1,2,1,1,5,3,2,1,2,5,1,1,2,2,2,3,2,3,6,1,3,2,2,2,2,2,2,2,3,2,2,3,2,2,5,3,2,4,2,3,2,4,1,0,1,1,1,1,2,2,14,2
"1877",1877,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,5,1,4,4,3,4,1,4,4,4,1,2,4,1,2,2,1,2,2,1,1,1,1,1,1,1,3,2,1,3,5,1,1,2,1,1,1,4,1,6,6,6,3,3,3,4,4,3,5,4,1,5,2,6,1,0,0,0,1,1,1,2,12,2
"1413",1413,5,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,4,3,2,4,4,1,4,1,4,4,3,2,2,1,5,1,4,5,4,2,2,1,5,2,2,1,2,4,2,2,2,6,2,2,2,1,1,2,2,2,5,3,4,2,3,4,4,2,2,3,4,2,3,3,4,1,0,1,1,0,0,1,2,12,2
"622",622,3,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,NA,3,3,1,1,1,2,2,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,3,1,3,1,1,1,1,4,3,0,0,1,0,0,1,1,9,1
"251",251,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,2,5,4,4,4,4,4,2,3,4,2,4,3,4,3,3,6,2,2,4,3,3,3,3,5,3,3,3,2,3,3,4,2,3,3,1,2,3,4,2,3,3,5,4,4,3,3,4,4,3,5,2,4,3,2,1,0,0,1,0,0,1,2,12,1
"966",966,7,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,6,1,4,4,4,4,3,4,4,2,4,4,1,3,4,4,3,3,3,4,3,2,3,3,4,3,4,3,4,3,5,2,3,4,6,5,4,5,1,6,3,3,5,4,5,4,5,4,3,4,4,3,3,3,4,0,0,0,0,1,1,2,2,1
"1445",1445,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,3,4,1,4,4,2,4,3,3,4,4,4,3,4,4,2,2,5,5,4,3,2,5,3,5,3,4,4,3,3,4,5,2,5,5,3,3,4,5,4,5,4,3,5,4,2,3,4,4,3,4,3,4,3,4,1,0,0,0,0,1,1,2,9,1
"91",91,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,2,1,2,1,2,1,1,2,4,1,4,4,3,2,2,2,2,2,1,2,2,6,2,3,2,1,1,2,1,3,6,2,2,1,1,2,6,2,3,2,3,2,2,3,2,1,2,2,2,2,2,3,3,4,2,1,0,0,0,0,1,2,6,1
"1738",1738,9,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,4,5,1,3,2,2,4,1,4,4,4,1,4,4,5,2,2,4,3,2,3,3,4,3,3,3,4,3,4,3,3,5,3,4,4,2,2,4,5,3,5,4,4,4,5,3,2,3,3,4,5,3,5,3,3,1,0,0,0,0,1,1,2,9,1
"293",293,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,5,4,4,1,2,1,3,4,1,3,1,2,1,4,4,2,1,4,2,3,3,2,4,4,2,3,3,2,2,3,2,2,2,2,2,2,4,2,5,2,3,2,3,3,3,3,3,3,2,2,4,2,3,3,3,2,1,0,0,0,0,1,1,4,1
"904",904,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA,2,4,1,2,4,2,1,1,2,2,1,2,2,2,5,5,2,1,3,1,1,4,2,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,4,4,4,0,0,0,0,1,1,2,13,2
"1257",1257,7,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,4,5,1,1,4,4,4,2,4,1,4,1,2,1,5,1,1,1,6,1,1,1,2,4,2,1,3,4,3,1,3,6,1,2,1,1,1,5,4,3,5,5,5,4,5,1,4,6,1,4,4,1,6,2,6,1,0,0,0,0,1,1,2,14,NA
"1136",1136,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,NA,3,6,1,4,3,2,4,3,4,4,3,4,4,4,3,1,3,4,6,3,5,3,5,4,4,3,2,5,3,4,5,6,4,3,4,2,3,1,4,5,4,3,1,4,3,5,4,5,4,2,3,1,2,2,6,1,1,0,0,0,0,2,2,6,1
"1612",1612,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,4,4,1,1,4,1,4,2,4,4,4,1,4,1,1,1,1,6,2,1,1,1,6,1,3,1,2,2,1,1,1,5,1,2,1,1,1,1,1,2,1,2,1,1,4,3,2,3,4,5,1,1,1,1,4,1,0,1,0,0,0,1,2,14,1
"291",291,5,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,2,6,1,4,4,3,4,1,4,4,4,3,4,3,5,2,2,5,3,1,3,2,5,4,3,3,3,4,2,3,3,6,3,3,2,4,4,4,5,2,5,5,5,6,6,3,5,6,6,3,6,4,6,4,6,4,1,0,0,0,0,6,2,8,1
"2314",2314,2,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,1,1,0,0,1,2,2,2
"715",715,2,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,4,4,1,1,4,1,2,1,3,3,3,2,1,2,6,3,1,3,3,3,4,3,3,2,2,1,2,1,3,2,2,2,2,2,2,1,1,2,2,2,3,3,3,2,3,1,2,5,2,2,2,3,1,2,4,2,1,0,0,0,0,3,2,11,2
"1989",1989,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,5,5,1,4,4,4,2,1,4,4,4,3,4,2,3,1,5,3,3,1,2,2,4,3,3,3,2,4,2,1,6,6,1,5,5,2,3,4,5,2,5,5,4,5,5,1,3,6,4,6,3,2,3,4,1,2,1,0,0,0,0,1,2,7,2
"998",998,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,0,0,0,0,1,2,1,2
"974",974,4,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,3,4,1,2,2,2,1,3,1,3,2,2,2,3,1,3,4,2,2,1,2,2,3,3,2,3,3,3,2,3,2,2,1,1,2,3,2,3,3,2,1,2,3,1,2,3,3,2,2,2,2,1,1,2,4,2,0,1,0,0,0,2,1,9,2
"970",970,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,2,5,1,3,4,4,4,2,4,4,2,4,4,4,6,2,2,3,2,1,2,2,3,2,5,2,5,5,4,4,2,4,3,3,2,3,5,5,4,1,3,2,2,4,4,3,5,3,3,6,4,3,1,4,2,4,0,0,0,0,1,1,2,12,1
"1963",1963,7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,3,5,1,4,4,2,4,3,4,4,4,4,3,2,3,2,2,3,5,4,2,2,5,2,2,1,4,4,2,2,4,6,2,4,2,3,4,2,4,2,3,5,5,5,6,2,2,4,6,5,5,5,3,5,4,1,0,0,1,0,0,1,2,14,1
"2110",2110,9,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,4,4,4,4,4,1,1,4,4,4,4,1,4,4,4,1,1,5,1,1,1,1,6,1,1,1,1,5,1,1,1,6,1,2,1,3,1,5,3,2,1,3,1,4,1,3,1,6,2,1,3,1,2,1,4,2,1,0,0,0,0,1,2,8,2
"1600",1600,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,4,5,2,4,4,3,4,3,4,4,4,3,4,2,4,1,4,1,4,3,2,1,6,1,1,2,1,4,2,2,2,5,2,4,3,3,5,4,3,2,4,2,2,3,4,2,3,6,3,6,6,2,5,2,4,1,1,0,0,0,0,1,2,10,2
"242",242,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,4,5,1,3,3,1,3,1,1,3,3,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,0,1,0,0,0,1,2,9,2
"615",615,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,3,3,1,3,4,2,4,3,4,4,3,3,3,4,3,1,1,4,3,2,1,1,5,1,1,1,3,3,4,4,3,5,4,4,2,2,4,4,3,2,3,4,3,5,5,3,5,6,4,5,4,2,4,4,5,2,1,0,0,0,0,1,2,9,1
"1817",1817,10,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,4,3,4,4,4,4,4,2,4,4,4,4,4,4,3,4,6,3,5,3,4,2,4,3,5,4,3,3,3,3,3,5,2,4,3,3,3,5,3,5,5,4,5,2,6,4,3,5,2,5,5,3,3,6,5,1,0,0,0,0,1,1,2,14,2
"2142",2142,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,4,5,1,1,4,2,2,1,4,3,3,2,4,2,3,1,2,6,1,2,1,1,5,1,3,2,3,3,4,4,2,5,1,2,3,2,2,2,4,2,3,2,3,3,3,3,5,6,2,3,5,2,2,4,3,3,1,0,0,0,0,1,2,1,2
"1823",1823,11,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,4,5,4,4,4,2,4,1,4,4,4,4,1,1,3,2,6,3,5,1,1,2,5,2,2,1,2,2,2,2,3,5,2,2,3,2,2,3,2,6,5,6,6,2,6,6,5,5,5,6,3,2,5,3,5,1,0,0,0,0,1,1,1,14,2
"1085",1085,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,3,4,1,2,3,4,4,2,4,4,4,2,4,3,4,1,1,4,2,3,1,2,5,2,1,1,1,2,1,1,1,4,1,3,1,2,1,4,1,2,3,2,3,2,1,3,1,2,1,1,1,1,1,1,2,1,0,1,0,0,0,1,2,3,2
"1966",1966,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,3,3,1,1,4,1,4,2,4,4,2,4,4,1,2,2,1,1,1,1,1,1,6,1,1,1,3,3,3,3,2,6,1,4,3,3,3,3,1,2,3,3,4,3,3,2,4,4,2,3,3,2,4,1,3,2,1,0,0,0,0,6,1,3,2
"1155",1155,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,NA,3,5,1,4,4,2,4,2,4,4,4,4,4,4,4,2,3,3,4,3,3,3,2,1,3,2,2,2,3,3,2,3,2,2,2,2,3,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,4,0,1,0,0,0,1,2,8,2
"73",73,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2,3,1,1,2,4,4,1,1,4,4,4,4,4,3,3,3,4,3,3,3,4,3,3,3,3,2,2,2,2,5,5,2,2,2,2,2,4,4,3,4,3,4,3,4,4,4,5,4,3,5,3,5,4,2,2,0,0,1,0,0,1,2,5,2
"798",798,5,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,2,3,3,4,2,4,1,1,2,1,1,1,3,3,2,4,2,3,2,3,4,2,5,3,3,3,3,3,2,2,2,3,2,1,2,2,2,3,2,2,3,2,2,3,3,2,3,1,1,3,2,1,3,3,5,1,0,1,0,0,0,1,2,8,2
"639",639,3,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,2,1,1,2,3,3,1,3,3,1,3,3,3,3,2,2,1,2,2,2,2,1,2,2,3,3,2,2,2,3,3,3,4,2,3,3,2,2,2,2,3,3,2,3,2,2,4,3,3,2,2,3,3,5,2,1,0,0,0,0,1,2,11,2
"595",595,3,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,3,2,1,1,1,3,1,1,3,3,1,1,3,3,4,3,2,2,2,2,4,2,2,2,2,2,3,1,1,1,3,3,1,3,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,0,0,0,0,3,2,8,2
"663",663,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,NA,4,5,1,4,4,4,4,2,4,4,1,2,4,4,4,1,1,4,1,2,1,3,2,1,2,1,2,2,2,3,1,5,2,1,2,1,1,3,4,1,4,2,3,4,3,4,3,4,3,4,4,3,4,5,6,2,1,0,0,0,0,1,2,7,1
"723",723,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,1,2,1,4,4,4,4,1,1,4,1,1,4,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,3,1,3,3,2,2,1,2,1,3,1,2,2,2,1,2,2,3,0,0,0,1,0,1,2,4,2
"297",297,3,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,1,0,0,0,1,2,1,2
"732",732,4,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,2,3,1,1,2,4,4,1,3,4,1,1,3,1,1,1,1,5,1,1,4,6,3,1,1,1,2,1,1,1,1,6,4,1,1,1,6,6,1,1,1,1,6,1,5,1,1,5,5,1,1,1,1,1,4,2,1,0,0,0,0,6,1,9,1
"2177",2177,2,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,4,6,1,3,4,1,3,1,4,3,2,3,4,3,3,1,1,5,2,1,1,1,6,1,1,2,3,1,2,2,2,5,3,2,1,2,3,4,3,2,3,3,4,3,1,2,1,6,3,1,3,1,2,2,2,1,1,0,0,0,0,6,1,5,2
"1284",1284,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,4,3,1,3,3,4,2,3,2,3,3,4,4,2,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1,1,6,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,0,0,0,0,3,2,4,NA
"2169",2169,2,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,4,3,1,1,3,2,2,1,4,3,2,2,2,2,3,1,1,4,2,1,1,2,5,1,2,2,3,3,1,1,2,3,1,2,3,3,4,4,3,1,3,2,5,3,2,4,2,6,2,5,2,3,2,1,3,2,1,0,0,0,0,1,1,6,2
"886",886,2,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,3,3,1,1,2,2,3,1,3,2,2,3,3,2,5,3,3,2,2,4,2,2,2,3,3,2,2,2,2,1,2,6,2,1,1,1,1,2,3,3,2,3,3,3,4,2,4,2,3,3,2,2,2,2,5,2,1,0,0,0,0,1,2,11,2
"705",705,5,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,3,5,1,1,3,3,4,1,2,4,1,2,2,1,3,1,2,2,3,2,4,2,1,1,1,1,1,2,2,3,2,1,1,1,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,6,1,0,0,1,0,0,4,2,5,2
